WP, 18, 2016091200,   , BEST,   0, 133N, 1432E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  160,  50,   0,   0,   W,   0,   X, 290,  14,   EIGHTEEN, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091418,   , BEST,   0, 166N, 1299E,  80,  975, XX,  34, NEQ,  125,  115,   70,  100, 1006,  180,  25,   0,   0,   W,   0,   X, 290,  11,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091500,   , BEST,   0, 172N, 1285E,  80,  976, XX,  34, NEQ,  115,   90,   80,  110, 1006,  180,  20,   0,   0,   W,   0,   X, 295,  12,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091506,   , BEST,   0, 176N, 1278E,  80,  976, XX,  34, NEQ,  115,   90,   80,  110, 1006,  180,  20,   0,   0,   W,   0,   X, 295,  12,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091512,   , BEST,   0, 184N, 1268E,  90,  968, XX,  34, NEQ,  115,   90,   80,  110, 1006,  180,   6,   0,   0,   W,   0,   X, 300,  12,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091518,   , BEST,   0, 193N, 1257E,  90,  966, XX,  34, NEQ,  120,  100,   85,  110, 1005,  180,   6,   0,   0,   W,   0,   X, 310,  11,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091600,   , BEST,   0, 201N, 1247E,  90,  966, XX,  34, NEQ,  130,  115,   85,  120, 1005,  185,   6,   0,   0,   W,   0,   X, 310,  13,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091606,   , BEST,   0, 211N, 1239E,  90,  966, XX,  34, NEQ,  120,  110,   85,   70, 1005,  200,  10,   0,   0,   W,   0,   X, 315,  13,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091612,   , BEST,   0, 221N, 1233E, 110,  949, XX,  34, NEQ,  120,  110,   85,   70, 1005,  190,  10,   0,   0,   W,   0,   X, 325,  12,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091618,   , BEST,   0, 229N, 1231E, 115,  937, XX,  34, NEQ,  120,  100,  100,  110, 1005,  200,  10,   0,   0,   W,   0,   X, 330,  11,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091700,   , BEST,   0, 241N, 1230E, 110,  945, XX,  34, NEQ,  120,  130,  100,  110, 1005,  170,  10,   0,   0,   W,   0,   X, 345,  10,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091706,   , BEST,   0, 253N, 1228E, 110,  944, XX,  34, NEQ,  120,  130,  100,  110, 1005,  170,  10,   0,   0,   W,   0,   X, 350,  11,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091712,   , BEST,   0, 260N, 1227E, 100,  952, XX,  34, NEQ,  150,  100,  100,  120, 1005,  205,  10,   0,   0,   W,   0,   X, 355,  10,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091718,   , BEST,   0, 262N, 1227E,  85,  963, XX,  34, NEQ,  115,  120,  115,  110, 1005,  205,  20,   0,   0,   W,   0,   X, 355,   7,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091800,   , BEST,   0, 268N, 1235E,  80,  967, XX,  34, NEQ,  115,  120,  110,   95, 1006,  210,  25,   0,   0,   W,   0,   X,  25,   5,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091806,   , BEST,   0, 275N, 1242E,  75,  973, XX,  34, NEQ,   60,   60,   95,  100, 1006,  210,  25,   0,   0,   W,   0,   X,  40,   7,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091812,   , BEST,   0, 280N, 1252E,  90,  961, XX,  34, NEQ,   70,   70,  105,  110, 1006,  210,  20,   0,   0,   W,   0,   X,  50,   9,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091818,   , BEST,   0, 287N, 1261E, 105,  948, XX,  34, NEQ,  115,  100,  110,  120, 1006,  195,  12,   0,   0,   W,   0,   X,  50,  10,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091900,   , BEST,   0, 293N, 1272E, 105,  946, XX,  34, NEQ,  140,  130,  120,  120, 1005,  205,  12,   0,   0,   W,   0,   X,  55,  11,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091906,   , BEST,   0, 302N, 1283E, 105,  946, XX,  34, NEQ,  140,  130,  120,  120, 1005,  210,  10,   0,   0,   W,   0,   X,  50,  12,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091912,   , BEST,   0, 309N, 1297E, 100,  950, XX,  34, NEQ,  140,  130,  120,  120, 1005,  210,  10,   0,   0,   W,   0,   X,  55,  13,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016091918,   , BEST,   0, 317N, 1315E,  75,  970, XX,  34, NEQ,  120,  120,  110,  110, 1005,  180,  25,   0,   0,   W,   0,   X,  55,  15,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016092000,   , BEST,   0, 329N, 1336E,  65,  979, XX,  34, NEQ,  120,  120,  110,  110, 1007,  200,  25,   0,   0,   W,   0,   X,  60,  18,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016092006,   , BEST,   0, 343N, 1361E,  55,  986, XX,  34, NEQ,  110,  120,  110,   90, 1007,  180,  30,   0,   0,   W,   0,   X,  55,  21,    MALAKAS, D,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
WP, 18, 2016092012,   , BEST,   0, 354N, 1387E,  40,  997, XX,  34, NEQ,   65,   60,   60,   55, 1007,  180,  45,   0,   0,   W,   0,   X,  55,  23,    MALAKAS, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP182016, JTWC, NCEP_TCVITALS, 
